Country,Year,Month,age,Value
Malta,2011,04 ,Y25-74,94.49999999999999
Malta,2011,04 ,Y_LT25,157.0
Malta,2011,05 ,TOTAL,132.2
Malta,2011,05 ,Y25-74,94.8
Malta,2011,05 ,Y_LT25,149.9
Malta,2011,06 ,TOTAL,124.8
Malta,2011,06 ,Y25-74,92.99999999999999
Malta,2011,06 ,Y_LT25,144.8
Malta,2011,07 ,TOTAL,120.7
Malta,2011,07 ,Y25-74,86.69999999999999
Malta,2011,07 ,Y_LT25,135.39999999999998
Malta,2011,08 ,TOTAL,113.0
Malta,2011,08 ,Y25-74,85.39999999999999
Malta,2011,08 ,Y_LT25,124.59999999999998
Malta,2011,09 ,TOTAL,116.0
Malta,2011,09 ,Y25-74,86.7
Malta,2011,09 ,Y_LT25,121.79999999999998
Malta,2011,10 ,TOTAL,122.8
Malta,2011,10 ,Y25-74,95.2
Malta,2011,10 ,Y_LT25,128.7
Malta,2011,11 ,TOTAL,125.5
Malta,2011,11 ,Y25-74,96.5
Malta,2011,11 ,Y_LT25,133.10000000000002
Malta,2011,12 ,TOTAL,130.3
Malta,2011,12 ,Y25-74,95.80000000000001
Malta,2011,12 ,Y_LT25,140.3
Malta,2012,01 ,TOTAL,125.5
Malta,2012,01 ,Y25-74,86.6
Malta,2012,01 ,Y_LT25,149.10000000000002
Malta,2012,02 ,TOTAL,125.60000000000001
Malta,2012,02 ,Y25-74,85.4
Malta,2012,02 ,Y_LT25,149.4
Malta,2012,03 ,TOTAL,125.6
Malta,2012,03 ,Y25-74,85.59999999999998
Malta,2012,03 ,Y_LT25,150.9
Malta,2012,04 ,TOTAL,121.6
Malta,2012,04 ,Y25-74,88.3
Malta,2012,04 ,Y_LT25,146.39999999999998
Malta,2012,05 ,TOTAL,122.1
Malta,2012,05 ,Y25-74,89.0
Malta,2012,05 ,Y_LT25,152.2
Malta,2012,06 ,TOTAL,127.1
Malta,2012,06 ,Y25-74,90.8
Malta,2012,06 ,Y_LT25,152.9
Malta,2012,07 ,TOTAL,127.0
Malta,2012,07 ,Y25-74,85.4
Malta,2012,07 ,Y_LT25,156.5
Malta,2012,08 ,TOTAL,132.3
Malta,2012,08 ,Y25-74,86.8
Malta,2012,08 ,Y_LT25,164.09999999999997
Malta,2012,09 ,TOTAL,131.5
Malta,2012,09 ,Y25-74,87.69999999999999
Malta,2012,09 ,Y_LT25,158.2
Malta,2012,10 ,TOTAL,130.0
Malta,2012,10 ,Y25-74,90.60000000000001
Malta,2012,10 ,Y_LT25,152.4
Malta,2012,11 ,TOTAL,125.7
Malta,2012,11 ,Y25-74,94.0
Malta,2012,11 ,Y_LT25,139.1
Malta,2012,12 ,TOTAL,115.2
Malta,2012,12 ,Y25-74,92.19999999999999
Malta,2012,12 ,Y_LT25,116.89999999999999
Malta,2013,01 ,TOTAL,117.8
Malta,2013,01 ,Y25-74,93.10000000000001
Malta,2013,01 ,Y_LT25,109.69999999999999
Malta,2013,02 ,TOTAL,117.3
Malta,2013,02 ,Y25-74,92.50000000000001
Malta,2013,02 ,Y_LT25,111.0
Malta,2013,03 ,TOTAL,119.2
Malta,2013,03 ,Y25-74,92.80000000000001
Malta,2013,03 ,Y_LT25,121.8
Malta,2013,04 ,TOTAL,126.30000000000001
Malta,2013,04 ,Y25-74,89.4
Malta,2013,04 ,Y_LT25,140.29999999999998
Malta,2013,05 ,TOTAL,130.2
Malta,2013,05 ,Y25-74,95.10000000000001
Malta,2013,05 ,Y_LT25,150.6
Malta,2013,06 ,TOTAL,129.0
Malta,2013,06 ,Y25-74,93.0
Malta,2013,06 ,Y_LT25,152.0
Malta,2013,07 ,TOTAL,127.80000000000001
Malta,2013,07 ,Y25-74,92.00000000000001
Malta,2013,07 ,Y_LT25,142.20000000000002
Malta,2013,08 ,TOTAL,127.7
Malta,2013,08 ,Y25-74,92.30000000000001
Malta,2013,08 ,Y_LT25,142.5
Malta,2013,09 ,TOTAL,128.6
Malta,2013,09 ,Y25-74,93.3
Malta,2013,09 ,Y_LT25,141.9
Malta,2013,10 ,TOTAL,127.90000000000002
Malta,2013,10 ,Y25-74,95.1
Malta,2013,10 ,Y_LT25,133.7
Malta,2013,11 ,TOTAL,126.9
Malta,2013,11 ,Y25-74,94.8
Malta,2013,11 ,Y_LT25,128.3
Malta,2013,12 ,TOTAL,120.39999999999999
Malta,2013,12 ,Y25-74,91.3
Malta,2013,12 ,Y_LT25,124.0
Malta,2014,01 ,TOTAL,119.69999999999999
Malta,2014,01 ,Y25-74,87.80000000000001
Malta,2014,01 ,Y_LT25,131.7
Malta,2014,02 ,TOTAL,119.8
Malta,2014,02 ,Y25-74,85.3
Malta,2014,02 ,Y_LT25,134.5
Malta,2014,03 ,TOTAL,120.99999999999999
Malta,2014,03 ,Y25-74,88.1
Malta,2014,03 ,Y_LT25,138.4
Malta,2014,04 ,TOTAL,123.50000000000001
Malta,2014,04 ,Y25-74,89.10000000000001
Malta,2014,04 ,Y_LT25,134.10000000000002
Malta,2014,05 ,TOTAL,124.60000000000001
Malta,2014,05 ,Y25-74,91.9
Malta,2014,05 ,Y_LT25,137.1
Malta,2014,06 ,TOTAL,120.59999999999998
Malta,2014,06 ,Y25-74,87.9
Malta,2014,06 ,Y_LT25,135.7
Malta,2014,07 ,TOTAL,127.30000000000001
Malta,2014,07 ,Y25-74,89.40000000000002
Malta,2014,07 ,Y_LT25,144.39999999999998
Malta,2014,08 ,TOTAL,123.5
Malta,2014,08 ,Y25-74,89.9
Malta,2014,08 ,Y_LT25,139.4
Malta,2014,09 ,TOTAL,120.7
Malta,2014,09 ,Y25-74,90.5
Malta,2014,09 ,Y_LT25,119.60000000000001
Malta,2014,10 ,TOTAL,119.10000000000001
Malta,2014,10 ,Y25-74,98.2
Malta,2014,10 ,Y_LT25,100.30000000000001
Malta,2014,11 ,TOTAL,115.1
Malta,2014,11 ,Y25-74,98.20000000000002
Malta,2014,11 ,Y_LT25,90.6
Malta,2014,12 ,TOTAL,113.6
Malta,2014,12 ,Y25-74,95.39999999999999
Malta,2014,12 ,Y_LT25,91.8
Malta,2015,01 ,TOTAL,115.19999999999999
Malta,2015,01 ,Y25-74,92.2
Malta,2015,01 ,Y_LT25,103.70000000000002
Malta,2015,02 ,TOTAL,116.29999999999998
Malta,2015,02 ,Y25-74,90.5
Malta,2015,02 ,Y_LT25,110.10000000000001
Malta,2015,03 ,TOTAL,115.0
Malta,2015,03 ,Y25-74,89.1
Malta,2015,03 ,Y_LT25,115.6
Malta,2015,04 ,TOTAL,114.89999999999999
Malta,2015,04 ,Y25-74,87.9
Malta,2015,04 ,Y_LT25,123.6
Malta,2015,05 ,TOTAL,116.9
Malta,2015,05 ,Y25-74,85.60000000000001
Malta,2015,05 ,Y_LT25,136.79999999999998
Malta,2015,06 ,TOTAL,114.10000000000001
Malta,2015,06 ,Y25-74,86.1
Malta,2015,06 ,Y_LT25,135.0
Malta,2015,07 ,TOTAL,111.9
Malta,2015,07 ,Y25-74,82.6
Malta,2015,07 ,Y_LT25,132.5
Malta,2015,08 ,TOTAL,110.3
Malta,2015,08 ,Y25-74,78.6
Malta,2015,08 ,Y_LT25,129.1
Malta,2015,09 ,TOTAL,114.8
Malta,2015,09 ,Y25-74,82.89999999999999
Malta,2015,09 ,Y_LT25,132.2
Malta,2015,10 ,TOTAL,118.4
Malta,2015,10 ,Y25-74,88.0
Malta,2015,10 ,Y_LT25,129.0
Malta,2015,11 ,TOTAL,117.79999999999998
Malta,2015,11 ,Y25-74,92.7
Malta,2015,11 ,Y_LT25,114.19999999999999
Malta,2015,12 ,TOTAL,116.1
Malta,2015,12 ,Y25-74,94.79999999999998
Malta,2015,12 ,Y_LT25,103.1
Malta,2016,01 ,TOTAL,118.9
Malta,2016,01 ,Y25-74,98.19999999999999
Malta,2016,01 ,Y_LT25,98.8
Malta,2016,02 ,TOTAL,118.39999999999999
Malta,2016,02 ,Y25-74,97.9
Malta,2016,02 ,Y_LT25,98.5
Malta,2016,03 ,TOTAL,115.2
Malta,2016,03 ,Y25-74,92.10000000000001
Malta,2016,03 ,Y_LT25,102.4
Malta,2016,04 ,TOTAL,113.89999999999999
Malta,2016,04 ,Y25-74,86.3
Malta,2016,04 ,Y_LT25,119.7
Malta,2016,05 ,TOTAL,112.1
Malta,2016,05 ,Y25-74,82.9
Malta,2016,05 ,Y_LT25,125.2
Malta,2016,06 ,TOTAL,106.0
Malta,2016,06 ,Y25-74,79.2
Malta,2016,06 ,Y_LT25,126.2
Malta,2016,07 ,TOTAL,101.60000000000001
Malta,2016,07 ,Y25-74,74.30000000000001
Malta,2016,07 ,Y_LT25,123.39999999999999
Malta,2016,08 ,TOTAL,97.7
Malta,2016,08 ,Y25-74,72.0
Malta,2016,08 ,Y_LT25,116.39999999999999
Malta,2016,09 ,TOTAL,94.60000000000001
Malta,2016,09 ,Y25-74,69.0
Malta,2016,09 ,Y_LT25,113.0
Malta,2016,10 ,TOTAL,96.9
Malta,2016,10 ,Y25-74,68.30000000000001
Malta,2016,10 ,Y_LT25,133.0
Malta,2016,11 ,TOTAL,94.10000000000001
Malta,2016,11 ,Y25-74,64.1
Malta,2016,11 ,Y_LT25,136.1
Malta,2016,12 ,TOTAL,93.80000000000001
Malta,2016,12 ,Y25-74,63.6
Malta,2016,12 ,Y_LT25,137.4
Malta,2017,01 ,TOTAL,93.7
Malta,2017,01 ,Y25-74,63.800000000000004
Malta,2017,01 ,Y_LT25,134.1
Malta,2017,02 ,TOTAL,91.8
Malta,2017,02 ,Y25-74,63.3
Malta,2017,02 ,Y_LT25,132.10000000000002
Malta,2017,03 ,TOTAL,90.69999999999999
Malta,2017,03 ,Y25-74,63.0
Malta,2017,03 ,Y_LT25,122.19999999999999
Malta,2017,04 ,TOTAL,90.2
Malta,2017,04 ,Y25-74,62.9
Malta,2017,04 ,Y_LT25,112.4
Malta,2017,05 ,TOTAL,90.6
Malta,2017,05 ,Y25-74,65.80000000000001
Malta,2017,05 ,Y_LT25,107.50000000000001
Malta,2017,06 ,TOTAL,88.99999999999999
Malta,2017,06 ,Y25-74,65.9
Malta,2017,06 ,Y_LT25,102.30000000000001
Malta,2017,07 ,TOTAL,90.69999999999999
Malta,2017,07 ,Y25-74,66.69999999999999
Malta,2017,07 ,Y_LT25,98.8
Malta,2017,08 ,TOTAL,92.60000000000001
Malta,2017,08 ,Y25-74,68.60000000000001
Malta,2017,08 ,Y_LT25,107.39999999999999
Malta,2017,09 ,TOTAL,97.5
Malta,2017,09 ,Y25-74,70.70000000000002
Malta,2017,09 ,Y_LT25,119.1
Malta,2017,10 ,TOTAL,95.29999999999998
Malta,2017,10 ,Y25-74,63.60000000000001
Malta,2017,10 ,Y_LT25,116.9
Malta,2017,11 ,TOTAL,94.1
Malta,2017,11 ,Y25-74,66.80000000000001
Malta,2017,11 ,Y_LT25,111.39999999999998
Malta,2017,12 ,TOTAL,95.39999999999999
Malta,2017,12 ,Y25-74,70.5
Malta,2017,12 ,Y_LT25,109.69999999999999
Malta,2018,01 ,TOTAL,90.8
Malta,2018,01 ,Y25-74,66.8
Malta,2018,01 ,Y_LT25,100.2
Malta,2018,02 ,TOTAL,91.0
Malta,2018,02 ,Y25-74,71.4
Malta,2018,02 ,Y_LT25,88.9
Malta,2018,03 ,TOTAL,93.39999999999999
Malta,2018,03 ,Y25-74,72.0
Malta,2018,03 ,Y_LT25,91.3
Malta,2018,04 ,TOTAL,90.2
Malta,2018,04 ,Y25-74,71.1
Malta,2018,04 ,Y_LT25,86.19999999999999
Malta,2018,05 ,TOTAL,87.10000000000001
Malta,2018,05 ,Y25-74,70.0
Malta,2018,05 ,Y_LT25,85.69999999999999
Malta,2018,06 ,TOTAL,86.4
Malta,2018,06 ,Y25-74,64.7
Malta,2018,06 ,Y_LT25,95.60000000000001
Malta,2018,07 ,TOTAL,86.3
Malta,2018,07 ,Y25-74,61.9
Malta,2018,07 ,Y_LT25,104.19999999999999
Malta,2018,08 ,TOTAL,82.9
Malta,2018,08 ,Y25-74,56.50000000000001
Malta,2018,08 ,Y_LT25,105.0
Malta,2018,09 ,TOTAL,83.5
Malta,2018,09 ,Y25-74,59.10000000000001
Malta,2018,09 ,Y_LT25,110.7
Malta,2018,10 ,TOTAL,85.6
Malta,2018,10 ,Y25-74,60.1
Malta,2018,10 ,Y_LT25,106.20000000000002
Malta,2018,11 ,TOTAL,89.4
Malta,2018,11 ,Y25-74,61.199999999999996
Malta,2018,11 ,Y_LT25,104.99999999999999
Malta,2018,12 ,TOTAL,87.50000000000001
Malta,2018,12 ,Y25-74,61.0
Malta,2018,12 ,Y_LT25,106.1
Malta,2019,01 ,TOTAL,89.10000000000001
Malta,2019,01 ,Y25-74,64.5
Malta,2019,01 ,Y_LT25,109.7
Malta,2019,02 ,TOTAL,91.09999999999998
Malta,2019,02 ,Y25-74,66.0
Malta,2019,02 ,Y_LT25,116.39999999999999
Malta,2019,03 ,TOTAL,88.3
Malta,2019,03 ,Y25-74,64.5
Malta,2019,03 ,Y_LT25,109.79999999999998
Malta,2019,04 ,TOTAL,85.89999999999999
Malta,2019,04 ,Y25-74,67.7
Malta,2019,04 ,Y_LT25,97.19999999999999
Malta,2019,05 ,TOTAL,84.6
Malta,2019,05 ,Y25-74,60.400000000000006
Malta,2019,05 ,Y_LT25,97.0
Malta,2019,06 ,TOTAL,81.69999999999999
Malta,2019,06 ,Y25-74,59.8
Malta,2019,06 ,Y_LT25,93.7
Malta,2019,07 ,TOTAL,84.0
Malta,2019,07 ,Y25-74,59.5
Malta,2019,07 ,Y_LT25,97.5
Malta,2019,08 ,TOTAL,84.10000000000001
Malta,2019,08 ,Y25-74,59.300000000000004
Malta,2019,08 ,Y_LT25,97.89999999999999
Malta,2019,09 ,TOTAL,84.3
Malta,2019,09 ,Y25-74,59.10000000000001
Malta,2019,09 ,Y_LT25,100.69999999999999
Malta,2019,10 ,TOTAL,83.9
Malta,2019,10 ,Y25-74,59.10000000000001
Malta,2019,10 ,Y_LT25,99.3
Malta,2019,11 ,TOTAL,83.8
Malta,2019,11 ,Y25-74,58.9
Malta,2019,11 ,Y_LT25,100.89999999999999
Malta,2019,12 ,TOTAL,81.19999999999999
Malta,2019,12 ,Y25-74,58.8
Malta,2019,12 ,Y_LT25,97.6
Malta,2020,01 ,TOTAL,84.19999999999999
Malta,2020,01 ,Y25-74,58.6
Malta,2020,01 ,Y_LT25,106.6
Malta,2020,02 ,TOTAL,82.9
Malta,2020,02 ,Y25-74,58.5
Malta,2020,02 ,Y_LT25,108.59999999999998
Malta,2020,03 ,TOTAL,87.1
Malta,2020,03 ,Y25-74,62.6
Malta,2020,03 ,Y_LT25,107.99999999999999
Malta,2020,04 ,TOTAL,98.8
Malta,2020,04 ,Y25-74,71.3
Malta,2020,04 ,Y_LT25,126.8
Malta,2020,05 ,TOTAL,106.99999999999999
Malta,2020,05 ,Y25-74,76.5
Malta,2020,05 ,Y_LT25,129.3
Malta,2020,06 ,TOTAL,105.80000000000001
Malta,2020,06 ,Y25-74,76.8
Malta,2020,06 ,Y_LT25,123.20000000000002
Netherlands,2010,01 ,TOTAL,2757.0
Netherlands,2010,01 ,Y25-74,1774.9999999999998
Netherlands,2010,01 ,Y_LT25,1075.6
Netherlands,2010,02 ,TOTAL,2767.2
Netherlands,2010,02 ,Y25-74,1802.3999999999999
Netherlands,2010,02 ,Y_LT25,1057.2999999999997
Netherlands,2010,03 ,TOTAL,2744.8999999999996
Netherlands,2010,03 ,Y25-74,1788.2
Netherlands,2010,03 ,Y_LT25,1051.7
Netherlands,2010,04 ,TOTAL,2657.3
Netherlands,2010,04 ,Y25-74,1721.8
Netherlands,2010,04 ,Y_LT25,1027.3000000000002
Netherlands,2010,05 ,TOTAL,2646.0
Netherlands,2010,05 ,Y25-74,1720.7
Netherlands,2010,05 ,Y_LT25,1012.8000000000001
Netherlands,2010,06 ,TOTAL,2635.0
Netherlands,2010,06 ,Y25-74,1707.4
Netherlands,2010,06 ,Y_LT25,1017.0000000000001
Netherlands,2010,07 ,TOTAL,2616.5
Netherlands,2010,07 ,Y25-74,1710.7
Netherlands,2010,07 ,Y_LT25,992.8000000000001
Netherlands,2010,08 ,TOTAL,2604.3
Netherlands,2010,08 ,Y25-74,1705.6
Netherlands,2010,08 ,Y_LT25,984.0
Netherlands,2010,09 ,TOTAL,2634.9
Netherlands,2010,09 ,Y25-74,1723.1000000000004
Netherlands,2010,09 ,Y_LT25,999.1
Netherlands,2010,10 ,TOTAL,2610.6
Netherlands,2010,10 ,Y25-74,1712.6999999999998
Netherlands,2010,10 ,Y_LT25,986.0
Netherlands,2010,11 ,TOTAL,2630.5
Netherlands,2010,11 ,Y25-74,1736.9
Netherlands,2010,11 ,Y_LT25,975.9999999999999
Netherlands,2010,12 ,TOTAL,2594.2
Netherlands,2010,12 ,Y25-74,1730.8999999999999
Netherlands,2010,12 ,Y_LT25,947.4999999999999
Netherlands,2011,01 ,TOTAL,2675.6
Netherlands,2011,01 ,Y25-74,1802.4
Netherlands,2011,01 ,Y_LT25,958.4
Netherlands,2011,02 ,TOTAL,2663.3
Netherlands,2011,02 ,Y25-74,1829.0
Netherlands,2011,02 ,Y_LT25,917.4999999999999
Netherlands,2011,03 ,TOTAL,2577.8999999999996
Netherlands,2011,03 ,Y25-74,1797.2000000000003
Netherlands,2011,03 ,Y_LT25,865.0
Netherlands,2011,04 ,TOTAL,2529.1000000000004
Netherlands,2011,04 ,Y25-74,1763.6
Netherlands,2011,04 ,Y_LT25,840.5
Netherlands,2011,05 ,TOTAL,2533.5
Netherlands,2011,05 ,Y25-74,1790.3
Netherlands,2011,05 ,Y_LT25,819.1
Netherlands,2011,06 ,TOTAL,2478.2
Netherlands,2011,06 ,Y25-74,1688.1
Netherlands,2011,06 ,Y_LT25,869.9
Netherlands,2011,07 ,TOTAL,2545.3
Netherlands,2011,07 ,Y25-74,1731.3
Netherlands,2011,07 ,Y_LT25,891.7
Netherlands,2011,08 ,TOTAL,2545.4
Netherlands,2011,08 ,Y25-74,1756.6
Netherlands,2011,08 ,Y_LT25,867.5
Netherlands,2011,09 ,TOTAL,2697.8999999999996
Netherlands,2011,09 ,Y25-74,1827.0
Netherlands,2011,09 ,Y_LT25,952.2
Netherlands,2011,10 ,TOTAL,2796.3
Netherlands,2011,10 ,Y25-74,1926.8999999999999
Netherlands,2011,10 ,Y_LT25,954.0
Netherlands,2011,11 ,TOTAL,2895.6000000000004
Netherlands,2011,11 ,Y25-74,1987.7000000000003
Netherlands,2011,11 ,Y_LT25,992.2
Netherlands,2011,12 ,TOTAL,2831.7
Netherlands,2011,12 ,Y25-74,1936.3999999999999
Netherlands,2011,12 ,Y_LT25,981.2
Netherlands,2012,01 ,TOTAL,3015.7
Netherlands,2012,01 ,Y25-74,2050.7000000000003
Netherlands,2012,01 ,Y_LT25,1056.8999999999999
Netherlands,2012,02 ,TOTAL,3003.5
Netherlands,2012,02 ,Y25-74,1997.8999999999999
Netherlands,2012,02 ,Y_LT25,1104.7
Netherlands,2012,03 ,TOTAL,3023.7
Netherlands,2012,03 ,Y25-74,2033.7000000000003
Netherlands,2012,03 ,Y_LT25,1085.2
Netherlands,2012,04 ,TOTAL,3081.8999999999996
Netherlands,2012,04 ,Y25-74,2107.0
Netherlands,2012,04 ,Y_LT25,1074.6
Netherlands,2012,05 ,TOTAL,3051.1
Netherlands,2012,05 ,Y25-74,2109.8999999999996
Netherlands,2012,05 ,Y_LT25,1033.6999999999998
Netherlands,2012,06 ,TOTAL,3038.8
Netherlands,2012,06 ,Y25-74,2063.0
Netherlands,2012,06 ,Y_LT25,1069.6
Netherlands,2012,07 ,TOTAL,3114.3
Netherlands,2012,07 ,Y25-74,2148.3999999999996
Netherlands,2012,07 ,Y_LT25,1053.7
Netherlands,2012,08 ,TOTAL,3090.7
Netherlands,2012,08 ,Y25-74,2125.1000000000004
Netherlands,2012,08 ,Y_LT25,1057.8000000000002
Netherlands,2012,09 ,TOTAL,3232.0
Netherlands,2012,09 ,Y25-74,2191.3
Netherlands,2012,09 ,Y_LT25,1142.3000000000002
Netherlands,2012,10 ,TOTAL,3289.8999999999996
Netherlands,2012,10 ,Y25-74,2256.3999999999996
Netherlands,2012,10 ,Y_LT25,1130.8
Netherlands,2012,11 ,TOTAL,3382.2
Netherlands,2012,11 ,Y25-74,2356.4
Netherlands,2012,11 ,Y_LT25,1124.0
Netherlands,2012,12 ,TOTAL,3443.1000000000004
Netherlands,2012,12 ,Y25-74,2407.2
Netherlands,2012,12 ,Y_LT25,1134.9
Netherlands,2013,01 ,TOTAL,3647.5999999999995
Netherlands,2013,01 ,Y25-74,2560.3
Netherlands,2013,01 ,Y_LT25,1193.9
Netherlands,2013,02 ,TOTAL,3733.9
Netherlands,2013,02 ,Y25-74,2646.0
Netherlands,2013,02 ,Y_LT25,1190.2
Netherlands,2013,03 ,TOTAL,3827.3
Netherlands,2013,03 ,Y25-74,2739.8
Netherlands,2013,03 ,Y_LT25,1194.4
Netherlands,2013,04 ,TOTAL,3831.4
Netherlands,2013,04 ,Y25-74,2746.9
Netherlands,2013,04 ,Y_LT25,1192.4
Netherlands,2013,05 ,TOTAL,3854.8999999999996
Netherlands,2013,05 ,Y25-74,2789.7
Netherlands,2013,05 ,Y_LT25,1168.2000000000003
Netherlands,2013,06 ,TOTAL,3926.9
Netherlands,2013,06 ,Y25-74,2805.1000000000004
Netherlands,2013,06 ,Y_LT25,1227.1999999999998
Netherlands,2013,07 ,TOTAL,4014.6
Netherlands,2013,07 ,Y25-74,2855.0
Netherlands,2013,07 ,Y_LT25,1270.6
Netherlands,2013,08 ,TOTAL,4020.4
Netherlands,2013,08 ,Y25-74,2901.7000000000003
Netherlands,2013,08 ,Y_LT25,1227.0
Netherlands,2013,09 ,TOTAL,4118.0
Netherlands,2013,09 ,Y25-74,2919.1000000000004
Netherlands,2013,09 ,Y_LT25,1316.6
Netherlands,2013,10 ,TOTAL,4146.4
Netherlands,2013,10 ,Y25-74,2960.8
Netherlands,2013,10 ,Y_LT25,1298.1999999999998
Netherlands,2013,11 ,TOTAL,4128.099999999999
Netherlands,2013,11 ,Y25-74,2949.6000000000004
Netherlands,2013,11 ,Y_LT25,1289.8
Netherlands,2013,12 ,TOTAL,4136.5
Netherlands,2013,12 ,Y25-74,3001.7999999999997
Netherlands,2013,12 ,Y_LT25,1244.6999999999998
Netherlands,2014,01 ,TOTAL,4266.9
Netherlands,2014,01 ,Y25-74,3113.0999999999995
Netherlands,2014,01 ,Y_LT25,1265.7
Netherlands,2014,02 ,TOTAL,4328.9
Netherlands,2014,02 ,Y25-74,3146.7
Netherlands,2014,02 ,Y_LT25,1296.8000000000002
Netherlands,2014,03 ,TOTAL,4272.4
Netherlands,2014,03 ,Y25-74,3131.7999999999997
Netherlands,2014,03 ,Y_LT25,1252.1
Netherlands,2014,04 ,TOTAL,4194.1
Netherlands,2014,04 ,Y25-74,3096.7999999999997
Netherlands,2014,04 ,Y_LT25,1207.4
Netherlands,2014,05 ,TOTAL,4095.2
Netherlands,2014,05 ,Y25-74,3029.5
Netherlands,2014,05 ,Y_LT25,1171.8
Netherlands,2014,06 ,TOTAL,3972.4
Netherlands,2014,06 ,Y25-74,2911.2000000000003
Netherlands,2014,06 ,Y_LT25,1166.8
Netherlands,2014,07 ,TOTAL,3909.2
Netherlands,2014,07 ,Y25-74,2844.2
Netherlands,2014,07 ,Y_LT25,1167.3
Netherlands,2014,08 ,TOTAL,3817.7
Netherlands,2014,08 ,Y25-74,2826.4
Netherlands,2014,08 ,Y_LT25,1090.6999999999998
Netherlands,2014,09 ,TOTAL,3843.2000000000003
Netherlands,2014,09 ,Y25-74,2833.8
Netherlands,2014,09 ,Y_LT25,1111.9
Netherlands,2014,10 ,TOTAL,3859.2000000000003
Netherlands,2014,10 ,Y25-74,2858.0
Netherlands,2014,10 ,Y_LT25,1102.1999999999998
Netherlands,2014,11 ,TOTAL,3875.2000000000003
Netherlands,2014,11 ,Y25-74,2878.5
Netherlands,2014,11 ,Y_LT25,1093.0
Netherlands,2014,12 ,TOTAL,3874.3999999999996
Netherlands,2014,12 ,Y25-74,2910.1000000000004
Netherlands,2014,12 ,Y_LT25,1064.3
Netherlands,2015,01 ,TOTAL,3994.2
Netherlands,2015,01 ,Y25-74,2984.7000000000003
Netherlands,2015,01 ,Y_LT25,1111.6999999999998
Netherlands,2015,02 ,TOTAL,3925.2000000000003
Netherlands,2015,02 ,Y25-74,2978.5
Netherlands,2015,02 ,Y_LT25,1040.3000000000002
Netherlands,2015,03 ,TOTAL,3874.2999999999997
Netherlands,2015,03 ,Y25-74,2942.8
Netherlands,2015,03 ,Y_LT25,1021.1999999999999
Netherlands,2015,04 ,TOTAL,3833.7
Netherlands,2015,04 ,Y25-74,2903.1
Netherlands,2015,04 ,Y_LT25,1022.7
Netherlands,2015,05 ,TOTAL,3756.3
Netherlands,2015,05 ,Y25-74,2822.3999999999996
Netherlands,2015,05 ,Y_LT25,1024.8000000000002
Netherlands,2015,06 ,TOTAL,3695.5
Netherlands,2015,06 ,Y25-74,2737.9
Netherlands,2015,06 ,Y_LT25,1048.1
Netherlands,2015,07 ,TOTAL,3632.1000000000004
Netherlands,2015,07 ,Y25-74,2668.6
Netherlands,2015,07 ,Y_LT25,1056.9
Netherlands,2015,08 ,TOTAL,3614.0
Netherlands,2015,08 ,Y25-74,2691.8
Netherlands,2015,08 ,Y_LT25,1015.6
Netherlands,2015,09 ,TOTAL,3711.7000000000003
Netherlands,2015,09 ,Y25-74,2718.6
Netherlands,2015,09 ,Y_LT25,1089.4
Netherlands,2015,10 ,TOTAL,3760.2000000000003
Netherlands,2015,10 ,Y25-74,2766.2
Netherlands,2015,10 ,Y_LT25,1089.3000000000002
Netherlands,2015,11 ,TOTAL,3626.3999999999996
Netherlands,2015,11 ,Y25-74,2687.1000000000004
Netherlands,2015,11 ,Y_LT25,1030.2
Netherlands,2015,12 ,TOTAL,3539.6999999999994
Netherlands,2015,12 ,Y25-74,2625.7
Netherlands,2015,12 ,Y_LT25,1006.5
Netherlands,2016,01 ,TOTAL,3562.4
Netherlands,2016,01 ,Y25-74,2603.3999999999996
Netherlands,2016,01 ,Y_LT25,1051.0
Netherlands,2016,02 ,TOTAL,3606.9
Netherlands,2016,02 ,Y25-74,2637.7
Netherlands,2016,02 ,Y_LT25,1065.3999999999999
Netherlands,2016,03 ,TOTAL,3550.8
Netherlands,2016,03 ,Y25-74,2574.6
Netherlands,2016,03 ,Y_LT25,1073.1999999999998
Netherlands,2016,04 ,TOTAL,3520.4000000000005
Netherlands,2016,04 ,Y25-74,2562.2
Netherlands,2016,04 ,Y_LT25,1051.1
Netherlands,2016,05 ,TOTAL,3410.5000000000005
Netherlands,2016,05 ,Y25-74,2469.6000000000004
Netherlands,2016,05 ,Y_LT25,1036.1999999999998
Netherlands,2016,06 ,TOTAL,3310.4999999999995
Netherlands,2016,06 ,Y25-74,2388.9
Netherlands,2016,06 ,Y_LT25,1007.6
Netherlands,2016,07 ,TOTAL,3251.6
Netherlands,2016,07 ,Y25-74,2329.8
Netherlands,2016,07 ,Y_LT25,1012.9999999999999
Netherlands,2016,08 ,TOTAL,3103.2000000000003
Netherlands,2016,08 ,Y25-74,2226.5
Netherlands,2016,08 ,Y_LT25,960.0
Netherlands,2016,09 ,TOTAL,3118.4
Netherlands,2016,09 ,Y25-74,2199.2
Netherlands,2016,09 ,Y_LT25,1004.5
Netherlands,2016,10 ,TOTAL,3080.6999999999994
Netherlands,2016,10 ,Y25-74,2173.7
Netherlands,2016,10 ,Y_LT25,991.4
Netherlands,2016,11 ,TOTAL,3036.2
Netherlands,2016,11 ,Y25-74,2161.6000000000004
Netherlands,2016,11 ,Y_LT25,958.1
